shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
M010006,40.731353,-73.990370,10001
M010006,40.731982,-73.990209,10002
M010006,40.732621,-73.990059,10003
M010006,40.732621,-73.990059,20001
M010006,40.732752,-73.990029,20002
M010006,40.733112,-73.989939,20003
M010006,40.733362,-73.989879,20004
M010006,40.733512,-73.989859,20005
M010006,40.733938,-73.989850,20006
M010006,40.733938,-73.989850,30001
M010006,40.733972,-73.989849,30002
M010006,40.734422,-73.989899,30003
M010006,40.734762,-73.989989,30004
M010006,40.734832,-73.989999,30005
M010006,40.735022,-73.990039,30006
M010006,40.735152,-73.990049,30007
M010006,40.735332,-73.989909,30008
M010006,40.735595,-73.989720,30009
M010006,40.735595,-73.989720,40001
M010006,40.735752,-73.989609,40002
M010006,40.735972,-73.989449,40003
M010006,40.736512,-73.989019,40004
M010006,40.736572,-73.988919,40005
M010006,40.736642,-73.988849,40006
M010006,40.736742,-73.988769,40007
M010006,40.736823,-73.988712,40008
M010006,40.736823,-73.988712,50001
M010006,40.737112,-73.988509,50002
M010006,40.737702,-73.988089,50003
M010006,40.738282,-73.987669,50004
M010006,40.738872,-73.987239,50005
M010006,40.739011,-73.987138,50006
M010006,40.739011,-73.987138,60001
M010006,40.739492,-73.986789,60002
M010006,40.739572,-73.986729,60003
M010006,40.740152,-73.986299,60004
M010006,40.740513,-73.986040,60005
M010006,40.740513,-73.986040,70001
M010006,40.740822,-73.985819,70002
M010006,40.741442,-73.985359,70003
M010006,40.741482,-73.985459,70004
M010006,40.741511,-73.985530,70005
M010006,40.741511,-73.985530,80001
M010006,40.742142,-73.987049,80002
M010006,40.742762,-73.986599,80003
M010006,40.743382,-73.986149,80004
M010006,40.744002,-73.985699,80005
M010006,40.744233,-73.985527,80006
M010006,40.744233,-73.985527,90001
M010006,40.744622,-73.985239,90002
M010006,40.745242,-73.984789,90003
M010006,40.745542,-73.984567,90004
M010006,40.745542,-73.984567,100001
M010006,40.745852,-73.984339,100002
M010006,40.746472,-73.983899,100003
M010006,40.747092,-73.983439,100004
M010006,40.747762,-73.982959,100005
M010006,40.748361,-73.982514,100006
M010006,40.748361,-73.982514,110001
M010006,40.750172,-73.981193,110002
M010006,40.750172,-73.981193,120001
M010006,40.750272,-73.981119,120002
M010006,40.750902,-73.980669,120003
M010006,40.751512,-73.980219,120004
M010006,40.752053,-73.979826,120005
M010006,40.752053,-73.979826,130001
M010006,40.752132,-73.979769,130002
M010006,40.752352,-73.979609,130003
M010006,40.752542,-73.979479,130004
M010006,40.752822,-73.979269,130005
M010006,40.753377,-73.978850,130006
M010006,40.753377,-73.978850,140001
M010006,40.753472,-73.978779,140002
M010006,40.754002,-73.978399,140003
M010006,40.754052,-73.978359,140004
M010006,40.754092,-73.978329,140005
M010006,40.754722,-73.977869,140006
M010006,40.755263,-73.977476,140007
M010006,40.755263,-73.977476,150001
M010006,40.755342,-73.977419,150002
M010006,40.755972,-73.976959,150003
M010006,40.756592,-73.976499,150004
M010006,40.756972,-73.976239,150005
M010006,40.757222,-73.976049,150006
M010006,40.757784,-73.975647,150007
M010006,40.757784,-73.975647,160001
M010006,40.757852,-73.975599,160002
M010006,40.758482,-73.975129,160003
M010006,40.759092,-73.974679,160004
M010006,40.759669,-73.974263,160005
M010006,40.759669,-73.974263,170001
M010006,40.759732,-73.974219,170002
M010006,40.760352,-73.973769,170003
M010006,40.760982,-73.973299,170004
M010006,40.761153,-73.973175,170005
M010006,40.761153,-73.973175,180001
M010006,40.761602,-73.972849,180002
M010006,40.762282,-73.972359,180003
M010006,40.762890,-73.971914,180004
M010006,40.762890,-73.971914,190001
M010006,40.764719,-73.970581,190002
M010006,40.764719,-73.970581,200001
M010006,40.764832,-73.970499,200002
M010006,40.765462,-73.970039,200003
M010006,40.766082,-73.969579,200004
M010006,40.766474,-73.969298,200005
M010006,40.766474,-73.969298,210001
M010006,40.766712,-73.969129,210002
M010006,40.767342,-73.968669,210003
M010006,40.767874,-73.968274,210004
M010006,40.767874,-73.968274,220001
M010006,40.768849,-73.967569,220002
M010006,40.768849,-73.967569,230001
M010006,40.770113,-73.966648,230002
M010006,40.770113,-73.966648,240001
M010006,40.771834,-73.965383,240002
M010006,40.771834,-73.965383,250001
M010006,40.772452,-73.964929,250002
M010006,40.772802,-73.964677,250003
M010006,40.772802,-73.964677,260001
M010006,40.773092,-73.964469,260002
M010006,40.773722,-73.964009,260003
M010006,40.774362,-73.963549,260004
M010006,40.774992,-73.963089,260005
M010006,40.775357,-73.962826,260006
M010006,40.775357,-73.962826,270001
M010006,40.777486,-73.961273,270002
M010006,40.777486,-73.961273,280001
M010006,40.778828,-73.960292,280002
M010006,40.778828,-73.960292,290001
M010006,40.781189,-73.958562,290002
M010006,40.781189,-73.958562,300001
M010006,40.782709,-73.957452,300002
M010006,40.782709,-73.957452,310001
M010006,40.784398,-73.956225,310002
M010006,40.784398,-73.956225,320001
M010006,40.785673,-73.955290,320002
M010006,40.785673,-73.955290,330001
M010006,40.787127,-73.954244,330002
M010006,40.787127,-73.954244,340001
M010006,40.788449,-73.953263,340002
M010006,40.788449,-73.953263,350001
M010006,40.790342,-73.951890,350002
M010006,40.790342,-73.951890,360001
M010006,40.791407,-73.951109,360002
M010006,40.791407,-73.951109,370001
M010006,40.792193,-73.950530,370002
M010006,40.792193,-73.950530,380001
M010006,40.793472,-73.949602,380002
M010006,40.793472,-73.949602,390001
M010006,40.794588,-73.948783,390002
M010006,40.794588,-73.948783,400001
M010006,40.794902,-73.948559,400002
M010006,40.795532,-73.948099,400003
M010006,40.795850,-73.947866,400004
M010006,40.795850,-73.947866,410001
M010006,40.796162,-73.947639,410002
M010006,40.796792,-73.947179,410003
M010006,40.797442,-73.946699,410004
M010006,40.797529,-73.946633,410005
M010006,40.797529,-73.946633,420001
M010006,40.797852,-73.946389,420002
M010006,40.798032,-73.946259,420003
M010006,40.798502,-73.945909,420004
M010006,40.798523,-73.945893,420005
M010006,40.798523,-73.945893,430001
M010006,40.799282,-73.945349,430002
M010006,40.799982,-73.944849,430003
M010006,40.800419,-73.944527,430004
M010006,40.800419,-73.944527,440001
M010006,40.800662,-73.944349,440002
M010006,40.801282,-73.943889,440003
M010006,40.801541,-73.943699,440004
M010006,40.801541,-73.943699,450001
M010006,40.801912,-73.943429,450002
M010006,40.802532,-73.942979,450003
M010006,40.803182,-73.942569,450004
M010006,40.803432,-73.942389,450005
M010006,40.803523,-73.942325,450006
M010006,40.803523,-73.942325,460001
M010006,40.803602,-73.942269,460002
M010006,40.803732,-73.942169,460003
M010006,40.803822,-73.942099,460004
M010006,40.803952,-73.941999,460005
M010006,40.804442,-73.941649,460006
M010006,40.804802,-73.941387,460007
M010006,40.804802,-73.941387,470001
M010006,40.804992,-73.941249,470002
M010006,40.805062,-73.941159,470003
M010006,40.805122,-73.941089,470004
M010006,40.805732,-73.940629,470005
M010006,40.806039,-73.940408,470006
M010006,40.806039,-73.940408,480001
M010006,40.806402,-73.940149,480002
M010006,40.807022,-73.939699,480003
M010006,40.807072,-73.939659,480004
M010006,40.807271,-73.939518,480005
M010006,40.807271,-73.939518,490001
M010006,40.807652,-73.939249,490002
M010006,40.808272,-73.938789,490003
M010006,40.808322,-73.938749,490004
M010006,40.808536,-73.938595,490005
M010006,40.808536,-73.938595,500001
M010006,40.808892,-73.938339,500002
M010006,40.809512,-73.937879,500003
M010006,40.810172,-73.937409,500004
M010006,40.810466,-73.937209,500005
M010006,40.810466,-73.937209,510001
M010006,40.810702,-73.937049,510002
M010006,40.810792,-73.936989,510003
M010006,40.811082,-73.936789,510004
M010006,40.811372,-73.936579,510005
M010006,40.811532,-73.936449,510006
M010006,40.811692,-73.936349,510007
M010006,40.812112,-73.936169,510008
M010006,40.812132,-73.936219,510009
M010006,40.812271,-73.936552,510010
M010006,40.812271,-73.936552,520001
M010006,40.812362,-73.936769,520002
M010006,40.812742,-73.937639,520003
M010006,40.813166,-73.937322,520004
M010006,40.813166,-73.937322,530001
M010006,40.813412,-73.937139,530002
M010006,40.814032,-73.936689,530003
M010006,40.814504,-73.936351,530004
M010006,40.814504,-73.936351,540001
M010006,40.814662,-73.936239,540002
M010006,40.814772,-73.936139,540003
M010006,40.814842,-73.936089,540004
M010006,40.815322,-73.935749,540005
M010006,40.815563,-73.936321,540006
M010006,40.815563,-73.936321,550001
M010006,40.815752,-73.936769,550002
M010006,40.816002,-73.937369,550003
M010006,40.816632,-73.938899,550004
M010006,40.816961,-73.938666,550005
M010006,40.816961,-73.938666,560001
M010006,40.817242,-73.938469,560002
M010006,40.817522,-73.938269,560003
M010006,40.817862,-73.938029,560004
M010006,40.818472,-73.937569,560005
M010006,40.818815,-73.937312,560006
M010006,40.818815,-73.937312,570001
M010006,40.819102,-73.937099,570002
M010006,40.819722,-73.936639,570003
M010006,40.819982,-73.936449,570004
M010006,40.820242,-73.936259,570005
M010006,40.820392,-73.936149,570006
M010006,40.820704,-73.935932,570007
M010006,40.820704,-73.935932,580001
M010006,40.821082,-73.935669,580002
M010006,40.821182,-73.935589,580003
M010006,40.821692,-73.935199,580004
M010006,40.821752,-73.935339,580005
M010006,40.821812,-73.935479,580006
M010006,40.821926,-73.935749,580007
M010006,40.821926,-73.935749,590001
M010006,40.822412,-73.936899,590002
M010006,40.822682,-73.937539,590003
M010006,40.822825,-73.937887,590004
M010006,40.822825,-73.937887,600001
M010006,40.822892,-73.938049,600002
M010006,40.822952,-73.938199,600003
M010006,40.822322,-73.938649,600004
M010006,40.822272,-73.938519,600005
M010006,40.821227,-73.936026,600006
M010007,40.720670,-73.997748,10001
M010007,40.720692,-73.997729,10002
M010007,40.720812,-73.997659,10003
M010007,40.720952,-73.997609,10004
M010007,40.721122,-73.997549,10005
M010007,40.721452,-73.997439,10006
M010007,40.721792,-73.997299,10007
M010007,40.722152,-73.997159,10008
M010007,40.722302,-73.997119,10009
M010007,40.722445,-73.997071,10010
M010007,40.722445,-73.997071,20001
M010007,40.722632,-73.997009,20002
M010007,40.722992,-73.996879,20003
M010007,40.723282,-73.996759,20004
M010007,40.723572,-73.996589,20005
M010007,40.723692,-73.996499,20006
M010007,40.724062,-73.996199,20007
M010007,40.724412,-73.995899,20008
M010007,40.724542,-73.995769,20009
M010007,40.725082,-73.995319,20010
M010007,40.725180,-73.995241,20011
M010007,40.725180,-73.995241,30001
M010007,40.725922,-73.994649,30002
M010007,40.726282,-73.994379,30003
M010007,40.726632,-73.994129,30004
M010007,40.727262,-73.993639,30005
M010007,40.727452,-73.993489,30006
M010007,40.727862,-73.993149,30007
M010007,40.728109,-73.992937,30008
M010007,40.728109,-73.992937,40001
M010007,40.729785,-73.991497,40002
M010007,40.729785,-73.991497,50001
M010007,40.729842,-73.991449,50002
M010007,40.730042,-73.991109,50003
M010007,40.730242,-73.990929,50004
M010007,40.730502,-73.990719,50005
M010007,40.730612,-73.990629,50006
M010007,40.730722,-73.990569,50007
M010007,40.730962,-73.990459,50008
M010007,40.731282,-73.990389,50009
M010007,40.731353,-73.990370,50010
M010007,40.731353,-73.990370,60001
M010007,40.731982,-73.990209,60002
M010007,40.732621,-73.990059,60003
M010007,40.732621,-73.990059,70001
M010007,40.732752,-73.990029,70002
M010007,40.733112,-73.989939,70003
M010007,40.733362,-73.989879,70004
M010007,40.733512,-73.989859,70005
M010007,40.733938,-73.989850,70006
M010007,40.733938,-73.989850,80001
M010007,40.733972,-73.989849,80002
M010007,40.734422,-73.989899,80003
M010007,40.734762,-73.989989,80004
M010007,40.734832,-73.989999,80005
M010007,40.735022,-73.990039,80006
M010007,40.735152,-73.990049,80007
M010007,40.735332,-73.989909,80008
M010007,40.735595,-73.989720,80009
M010007,40.735595,-73.989720,90001
M010007,40.735752,-73.989609,90002
M010007,40.735972,-73.989449,90003
M010007,40.736512,-73.989019,90004
M010007,40.736572,-73.988919,90005
M010007,40.736642,-73.988849,90006
M010007,40.736742,-73.988769,90007
M010007,40.736823,-73.988712,90008
M010007,40.736823,-73.988712,100001
M010007,40.737112,-73.988509,100002
M010007,40.737702,-73.988089,100003
M010007,40.738282,-73.987669,100004
M010007,40.738872,-73.987239,100005
M010007,40.739011,-73.987138,100006
M010007,40.739011,-73.987138,110001
M010007,40.739492,-73.986789,110002
M010007,40.739572,-73.986729,110003
M010007,40.740152,-73.986299,110004
M010007,40.740513,-73.986040,110005
M010007,40.740513,-73.986040,120001
M010007,40.740822,-73.985819,120002
M010007,40.741442,-73.985359,120003
M010007,40.741482,-73.985459,120004
M010007,40.741511,-73.985530,120005
M010007,40.741511,-73.985530,130001
M010007,40.742142,-73.987049,130002
M010007,40.742762,-73.986599,130003
M010007,40.743382,-73.986149,130004
M010007,40.744002,-73.985699,130005
M010007,40.744233,-73.985527,130006
M010007,40.744233,-73.985527,140001
M010007,40.744622,-73.985239,140002
M010007,40.745242,-73.984789,140003
M010007,40.745542,-73.984567,140004
M010007,40.745542,-73.984567,150001
M010007,40.745852,-73.984339,150002
M010007,40.746472,-73.983899,150003
M010007,40.747092,-73.983439,150004
M010007,40.747762,-73.982959,150005
M010007,40.748361,-73.982514,150006
M010007,40.748361,-73.982514,160001
M010007,40.750172,-73.981193,160002
M010007,40.750172,-73.981193,170001
M010007,40.750272,-73.981119,170002
M010007,40.750902,-73.980669,170003
M010007,40.751512,-73.980219,170004
M010007,40.752053,-73.979826,170005
M010007,40.752053,-73.979826,180001
M010007,40.752132,-73.979769,180002
M010007,40.752352,-73.979609,180003
M010007,40.752542,-73.979479,180004
M010007,40.752822,-73.979269,180005
M010007,40.753377,-73.978850,180006
M010007,40.753377,-73.978850,190001
M010007,40.753472,-73.978779,190002
M010007,40.754002,-73.978399,190003
M010007,40.754052,-73.978359,190004
M010007,40.754092,-73.978329,190005
M010007,40.754722,-73.977869,190006
M010007,40.755263,-73.977476,190007
M010007,40.755263,-73.977476,200001
M010007,40.755342,-73.977419,200002
M010007,40.755972,-73.976959,200003
M010007,40.756592,-73.976499,200004
M010007,40.756972,-73.976239,200005
M010007,40.757222,-73.976049,200006
M010007,40.757784,-73.975647,200007
M010007,40.757784,-73.975647,210001
M010007,40.757852,-73.975599,210002
M010007,40.758482,-73.975129,210003
M010007,40.759092,-73.974679,210004
M010007,40.759669,-73.974263,210005
M010007,40.759669,-73.974263,220001
M010007,40.759732,-73.974219,220002
M010007,40.760352,-73.973769,220003
M010007,40.760982,-73.973299,220004
M010007,40.761153,-73.973175,220005
M010007,40.761153,-73.973175,230001
M010007,40.761602,-73.972849,230002
M010007,40.762282,-73.972359,230003
M010007,40.762890,-73.971914,230004
M010007,40.762890,-73.971914,240001
M010007,40.764719,-73.970581,240002
M010007,40.764719,-73.970581,250001
M010007,40.764832,-73.970499,250002
M010007,40.765462,-73.970039,250003
M010007,40.766082,-73.969579,250004
M010007,40.766474,-73.969298,250005
M010007,40.766474,-73.969298,260001
M010007,40.766712,-73.969129,260002
M010007,40.767342,-73.968669,260003
M010007,40.767874,-73.968274,260004
M010007,40.767874,-73.968274,270001
M010007,40.768849,-73.967569,270002
M010007,40.768849,-73.967569,280001
M010007,40.770113,-73.966648,280002
M010007,40.770113,-73.966648,290001
M010007,40.771834,-73.965383,290002
M010007,40.771834,-73.965383,300001
M010007,40.772452,-73.964929,300002
M010007,40.772802,-73.964677,300003
M010007,40.772802,-73.964677,310001
M010007,40.773092,-73.964469,310002
M010007,40.773722,-73.964009,310003
M010007,40.774362,-73.963549,310004
M010007,40.774992,-73.963089,310005
M010007,40.775357,-73.962826,310006
M010007,40.775357,-73.962826,320001
M010007,40.777486,-73.961273,320002
M010007,40.777486,-73.961273,330001
M010007,40.778828,-73.960292,330002
M010007,40.778828,-73.960292,340001
M010007,40.781189,-73.958562,340002
M010007,40.781189,-73.958562,350001
M010007,40.782709,-73.957452,350002
M010007,40.782709,-73.957452,360001
M010007,40.784398,-73.956225,360002
M010007,40.784398,-73.956225,370001
M010007,40.785673,-73.955290,370002
M010007,40.785673,-73.955290,380001
M010007,40.787127,-73.954244,380002
M010007,40.787127,-73.954244,390001
M010007,40.788449,-73.953263,390002
M010007,40.788449,-73.953263,400001
M010007,40.790342,-73.951890,400002
M010007,40.790342,-73.951890,410001
M010007,40.791407,-73.951109,410002
M010007,40.791407,-73.951109,420001
M010007,40.792193,-73.950530,420002
M010007,40.792193,-73.950530,430001
M010007,40.793472,-73.949602,430002
M010007,40.793472,-73.949602,440001
M010007,40.794588,-73.948783,440002
M010007,40.794588,-73.948783,450001
M010007,40.794902,-73.948559,450002
M010007,40.795532,-73.948099,450003
M010007,40.795850,-73.947866,450004
M010007,40.795850,-73.947866,460001
M010007,40.796162,-73.947639,460002
M010007,40.796792,-73.947179,460003
M010007,40.797442,-73.946699,460004
M010007,40.797529,-73.946633,460005
M010007,40.797529,-73.946633,470001
M010007,40.797852,-73.946389,470002
M010007,40.798032,-73.946259,470003
M010007,40.798502,-73.945909,470004
M010007,40.798523,-73.945893,470005
M010007,40.798523,-73.945893,480001
M010007,40.799282,-73.945349,480002
M010007,40.799982,-73.944849,480003
M010007,40.800419,-73.944527,480004
M010007,40.800419,-73.944527,490001
M010007,40.800662,-73.944349,490002
M010007,40.801282,-73.943889,490003
M010007,40.801541,-73.943699,490004
M010007,40.801541,-73.943699,500001
M010007,40.801912,-73.943429,500002
M010007,40.802532,-73.942979,500003
M010007,40.803182,-73.942569,500004
M010007,40.803432,-73.942389,500005
M010007,40.803523,-73.942325,500006
M010007,40.803523,-73.942325,510001
M010007,40.803602,-73.942269,510002
M010007,40.803732,-73.942169,510003
M010007,40.803822,-73.942099,510004
M010007,40.803952,-73.941999,510005
M010007,40.804442,-73.941649,510006
M010007,40.804802,-73.941387,510007
M010007,40.804802,-73.941387,520001
M010007,40.804992,-73.941249,520002
M010007,40.805062,-73.941159,520003
M010007,40.805122,-73.941089,520004
M010007,40.805732,-73.940629,520005
M010007,40.806039,-73.940408,520006
M010007,40.806039,-73.940408,530001
M010007,40.806402,-73.940149,530002
M010007,40.807022,-73.939699,530003
M010007,40.807072,-73.939659,530004
M010007,40.807271,-73.939518,530005
M010007,40.807271,-73.939518,540001
M010007,40.807652,-73.939249,540002
M010007,40.808272,-73.938789,540003
M010007,40.808322,-73.938749,540004
M010007,40.808536,-73.938595,540005
M010007,40.808536,-73.938595,550001
M010007,40.808892,-73.938339,550002
M010007,40.809512,-73.937879,550003
M010007,40.810172,-73.937409,550004
M010007,40.810466,-73.937209,550005
M010007,40.810466,-73.937209,560001
M010007,40.810702,-73.937049,560002
M010007,40.810792,-73.936989,560003
M010007,40.811082,-73.936789,560004
M010007,40.811372,-73.936579,560005
M010007,40.811532,-73.936449,560006
M010007,40.811692,-73.936349,560007
M010007,40.812112,-73.936169,560008
M010007,40.812132,-73.936219,560009
M010007,40.812271,-73.936552,560010
M010007,40.812271,-73.936552,570001
M010007,40.812362,-73.936769,570002
M010007,40.812742,-73.937639,570003
M010007,40.813166,-73.937322,570004
M010007,40.813166,-73.937322,580001
M010007,40.813412,-73.937139,580002
M010007,40.814032,-73.936689,580003
M010007,40.814504,-73.936351,580004
M010007,40.814504,-73.936351,590001
M010007,40.814662,-73.936239,590002
M010007,40.814772,-73.936139,590003
M010007,40.814842,-73.936089,590004
M010007,40.815322,-73.935749,590005
M010007,40.815563,-73.936321,590006
M010007,40.815563,-73.936321,600001
M010007,40.815752,-73.936769,600002
M010007,40.816002,-73.937369,600003
M010007,40.816632,-73.938899,600004
M010007,40.816961,-73.938666,600005
M010007,40.816961,-73.938666,610001
M010007,40.817242,-73.938469,610002
M010007,40.817522,-73.938269,610003
M010007,40.817862,-73.938029,610004
M010007,40.818472,-73.937569,610005
M010007,40.818815,-73.937312,610006
M010007,40.818815,-73.937312,620001
M010007,40.819102,-73.937099,620002
M010007,40.819722,-73.936639,620003
M010007,40.819982,-73.936449,620004
M010007,40.820242,-73.936259,620005
M010007,40.820392,-73.936149,620006
M010007,40.820704,-73.935932,620007
M010007,40.820704,-73.935932,630001
M010007,40.821082,-73.935669,630002
M010007,40.821182,-73.935589,630003
M010007,40.821692,-73.935199,630004
M010007,40.821752,-73.935339,630005
M010007,40.821812,-73.935479,630006
M010007,40.821926,-73.935749,630007
M010007,40.821926,-73.935749,640001
M010007,40.822412,-73.936899,640002
M010007,40.822682,-73.937539,640003
M010007,40.822825,-73.937887,640004
M010007,40.822825,-73.937887,650001
M010007,40.822892,-73.938049,650002
M010007,40.822952,-73.938199,650003
M010007,40.822322,-73.938649,650004
M010007,40.822272,-73.938519,650005
M010007,40.821227,-73.936026,650006
M010009,40.720670,-73.997748,10001
M010009,40.720692,-73.997729,10002
M010009,40.720812,-73.997659,10003
M010009,40.720952,-73.997609,10004
M010009,40.721122,-73.997549,10005
M010009,40.721452,-73.997439,10006
M010009,40.721792,-73.997299,10007
M010009,40.722152,-73.997159,10008
M010009,40.722302,-73.997119,10009
M010009,40.722445,-73.997071,10010
M010009,40.722445,-73.997071,20001
M010009,40.722632,-73.997009,20002
M010009,40.722992,-73.996879,20003
M010009,40.723282,-73.996759,20004
M010009,40.723572,-73.996589,20005
M010009,40.723692,-73.996499,20006
M010009,40.724062,-73.996199,20007
M010009,40.724412,-73.995899,20008
M010009,40.724542,-73.995769,20009
M010009,40.725082,-73.995319,20010
M010009,40.725180,-73.995241,20011
M010009,40.725180,-73.995241,30001
M010009,40.725922,-73.994649,30002
M010009,40.726282,-73.994379,30003
M010009,40.726632,-73.994129,30004
M010009,40.727262,-73.993639,30005
M010009,40.727452,-73.993489,30006
M010009,40.727862,-73.993149,30007
M010009,40.728109,-73.992937,30008
M010009,40.728109,-73.992937,40001
M010009,40.729785,-73.991497,40002
M010009,40.729785,-73.991497,50001
M010009,40.729842,-73.991449,50002
M010009,40.730042,-73.991109,50003
M010009,40.730242,-73.990929,50004
M010009,40.730502,-73.990719,50005
M010009,40.730612,-73.990629,50006
M010009,40.730722,-73.990569,50007
M010009,40.730962,-73.990459,50008
M010009,40.731282,-73.990389,50009
M010009,40.731353,-73.990370,50010
M010009,40.731353,-73.990370,60001
M010009,40.731982,-73.990209,60002
M010009,40.732752,-73.990029,60003
M010009,40.733112,-73.989939,60004
M010009,40.733362,-73.989879,60005
M010009,40.733512,-73.989859,60006
M010009,40.733972,-73.989849,60007
M010009,40.734422,-73.989899,60008
M010009,40.734762,-73.989989,60009
M010009,40.734832,-73.989999,60010
M010009,40.735022,-73.990039,60011
M010009,40.735152,-73.990049,60012
M010009,40.735332,-73.989909,60013
M010009,40.735595,-73.989720,60014
M010009,40.735595,-73.989720,70001
M010009,40.735752,-73.989609,70002
M010009,40.735972,-73.989449,70003
M010009,40.736512,-73.989019,70004
M010009,40.736572,-73.988919,70005
M010009,40.736642,-73.988849,70006
M010009,40.736742,-73.988769,70007
M010009,40.737112,-73.988509,70008
M010009,40.737702,-73.988089,70009
M010009,40.738282,-73.987669,70010
M010009,40.738872,-73.987239,70011
M010009,40.739492,-73.986789,70012
M010009,40.739572,-73.986729,70013
M010009,40.740152,-73.986299,70014
M010009,40.740513,-73.986040,70015
M010009,40.740513,-73.986040,80001
M010009,40.740822,-73.985819,80002
M010009,40.741442,-73.985359,80003
M010009,40.741482,-73.985459,80004
M010009,40.742142,-73.987049,80005
M010009,40.742762,-73.986599,80006
M010009,40.743382,-73.986149,80007
M010009,40.744002,-73.985699,80008
M010009,40.744233,-73.985527,80009
M010009,40.744233,-73.985527,90001
M010009,40.744622,-73.985239,90002
M010009,40.745242,-73.984789,90003
M010009,40.745852,-73.984339,90004
M010009,40.746472,-73.983899,90005
M010009,40.747092,-73.983439,90006
M010009,40.747762,-73.982959,90007
M010009,40.748361,-73.982514,90008
M010009,40.748361,-73.982514,100001
M010009,40.753377,-73.978850,100002
M010009,40.753377,-73.978850,110001
M010009,40.757784,-73.975647,110002
M010009,40.757784,-73.975647,120001
M010009,40.762890,-73.971914,120002
M010009,40.762890,-73.971914,130001
M010009,40.768849,-73.967569,130002
M010009,40.768849,-73.967569,140001
M010009,40.771834,-73.965383,140002
M010009,40.771834,-73.965383,150001
M010009,40.777486,-73.961273,150002
M010009,40.777486,-73.961273,160001
M010009,40.781189,-73.958562,160002
M010009,40.781189,-73.958562,170001
M010009,40.787127,-73.954244,170002
M010009,40.787127,-73.954244,180001
M010009,40.790342,-73.951890,180002
M010009,40.790342,-73.951890,190001
M010009,40.793472,-73.949602,190002
M010009,40.793472,-73.949602,200001
M010009,40.793602,-73.949509,200002
M010009,40.794272,-73.949009,200003
M010009,40.794902,-73.948559,200004
M010009,40.795532,-73.948099,200005
M010009,40.795850,-73.947866,200006
M010009,40.795850,-73.947866,210001
M010009,40.796162,-73.947639,210002
M010009,40.796792,-73.947179,210003
M010009,40.797442,-73.946699,210004
M010009,40.797852,-73.946389,210005
M010009,40.798032,-73.946259,210006
M010009,40.798502,-73.945909,210007
M010009,40.799282,-73.945349,210008
M010009,40.799982,-73.944849,210009
M010009,40.800419,-73.944527,210010
M010009,40.800419,-73.944527,220001
M010009,40.800662,-73.944349,220002
M010009,40.801282,-73.943889,220003
M010009,40.801912,-73.943429,220004
M010009,40.802532,-73.942979,220005
M010009,40.803182,-73.942569,220006
M010009,40.803432,-73.942389,220007
M010009,40.803602,-73.942269,220008
M010009,40.803732,-73.942169,220009
M010009,40.803822,-73.942099,220010
M010009,40.803952,-73.941999,220011
M010009,40.804442,-73.941649,220012
M010009,40.804992,-73.941249,220013
M010009,40.805062,-73.941159,220014
M010009,40.805122,-73.941089,220015
M010009,40.805732,-73.940629,220016
M010009,40.806039,-73.940408,220017
M010009,40.806039,-73.940408,230001
M010009,40.806402,-73.940149,230002
M010009,40.807022,-73.939699,230003
M010009,40.807072,-73.939659,230004
M010009,40.807652,-73.939249,230005
M010009,40.808272,-73.938789,230006
M010009,40.808322,-73.938749,230007
M010009,40.808892,-73.938339,230008
M010009,40.809512,-73.937879,230009
M010009,40.810172,-73.937409,230010
M010009,40.810466,-73.937209,230011
M010009,40.810466,-73.937209,240001
M010009,40.810702,-73.937049,240002
M010009,40.810792,-73.936989,240003
M010009,40.811082,-73.936789,240004
M010009,40.811372,-73.936579,240005
M010009,40.811532,-73.936449,240006
M010009,40.811692,-73.936349,240007
M010009,40.812112,-73.936169,240008
M010009,40.812132,-73.936219,240009
M010009,40.812271,-73.936552,240010
M010009,40.812271,-73.936552,250001
M010009,40.812362,-73.936769,250002
M010009,40.812742,-73.937639,250003
M010009,40.813166,-73.937322,250004
M010009,40.813166,-73.937322,260001
M010009,40.813412,-73.937139,260002
M010009,40.814032,-73.936689,260003
M010009,40.814504,-73.936351,260004
M010009,40.814504,-73.936351,270001
M010009,40.814662,-73.936239,270002
M010009,40.814772,-73.936139,270003
M010009,40.814842,-73.936089,270004
M010009,40.815322,-73.935749,270005
M010009,40.815563,-73.936321,270006
M010009,40.815563,-73.936321,280001
M010009,40.815752,-73.936769,280002
M010009,40.816002,-73.937369,280003
M010009,40.816632,-73.938899,280004
M010009,40.816961,-73.938666,280005
M010009,40.816961,-73.938666,290001
M010009,40.817242,-73.938469,290002
M010009,40.817522,-73.938269,290003
M010009,40.817862,-73.938029,290004
M010009,40.818472,-73.937569,290005
M010009,40.818815,-73.937312,290006
M010009,40.818815,-73.937312,300001
M010009,40.819102,-73.937099,300002
M010009,40.819722,-73.936639,300003
M010009,40.819982,-73.936449,300004
M010009,40.820242,-73.936259,300005
M010009,40.820392,-73.936149,300006
M010009,40.820704,-73.935932,300007
M010009,40.820704,-73.935932,310001
M010009,40.821082,-73.935669,310002
M010009,40.821182,-73.935589,310003
M010009,40.821692,-73.935199,310004
M010009,40.821752,-73.935339,310005
M010009,40.821812,-73.935479,310006
M010009,40.821926,-73.935749,310007
M010009,40.821926,-73.935749,320001
M010009,40.822412,-73.936899,320002
