"service_id","date","exception_type"
"378E145D","20220208","1"
"378E145D","20220209","1"
"378E145D","20220210","1"
"378E145D","20220211","1"
"378E145D","20220215","1"
"378E145D","20220216","1"
"378E145D","20220217","1"
"378E145D","20220218","1"
"378E145D","20220223","1"
"378E145D","20220224","1"
"378E145D","20220225","1"
"378E145D","20220301","1"
"378E145D","20220302","1"
"378E145D","20220303","1"
"378E145D","20220304","1"
"378E145D","20220308","1"
"378E145D","20220309","1"
"378E145D","20220310","1"
"378E145D","20220311","1"
"378E145D","20220315","1"
"378E145D","20220316","1"
"378E145D","20220317","1"
"378E145D","20220318","1"
"5DB51316","20220107","1"
"5DB51316","20220114","1"
"5DB51316","20220121","1"
"5DB51316","20220128","1"
"5DB51316","20220204","1"
"5DB51316","20220211","1"
"5DB51316","20220218","1"
"5DB51316","20220225","1"
"5DB51316","20220304","1"
"5DB51316","20220311","1"
"5DB51316","20220318","1"
"F34EA43B","20220106","1"
"F34EA43B","20220107","1"
"F34EA43B","20220110","1"
"F34EA43B","20220111","1"
"F34EA43B","20220112","1"
"F34EA43B","20220113","1"
"F34EA43B","20220114","1"
"F34EA43B","20220117","1"
"F34EA43B","20220118","1"
"F34EA43B","20220119","1"
"F34EA43B","20220120","1"
"F34EA43B","20220121","1"
"F34EA43B","20220124","1"
"F34EA43B","20220125","1"
"F34EA43B","20220126","1"
"F34EA43B","20220127","1"
"F34EA43B","20220128","1"
"F34EA43B","20220131","1"
"F34EA43B","20220201","1"
"F34EA43B","20220202","1"
"F34EA43B","20220203","1"
"F34EA43B","20220204","1"
"F34EA43B","20220207","1"
"F34EA43B","20220208","1"
"F34EA43B","20220209","1"
"F34EA43B","20220210","1"
"F34EA43B","20220211","1"
"F34EA43B","20220214","1"
"F34EA43B","20220215","1"
"F34EA43B","20220216","1"
"F34EA43B","20220217","1"
"F34EA43B","20220218","1"
"F34EA43B","20220222","1"
"F34EA43B","20220223","1"
"F34EA43B","20220224","1"
"F34EA43B","20220225","1"
"F34EA43B","20220228","1"
"F34EA43B","20220301","1"
"F34EA43B","20220302","1"
"F34EA43B","20220303","1"
"F34EA43B","20220304","1"
"F34EA43B","20220307","1"
"F34EA43B","20220308","1"
"F34EA43B","20220309","1"
"F34EA43B","20220310","1"
"F34EA43B","20220311","1"
"F34EA43B","20220314","1"
"F34EA43B","20220315","1"
"F34EA43B","20220316","1"
"F34EA43B","20220318","1"
"B52851F9","20220106","1"
"B52851F9","20220110","1"
"B52851F9","20220111","1"
"B52851F9","20220112","1"
"B52851F9","20220113","1"
"B52851F9","20220117","1"
"B52851F9","20220118","1"
"B52851F9","20220119","1"
"B52851F9","20220120","1"
"B52851F9","20220124","1"
"B52851F9","20220125","1"
"B52851F9","20220126","1"
"B52851F9","20220127","1"
"B52851F9","20220131","1"
"B52851F9","20220201","1"
"B52851F9","20220202","1"
"B52851F9","20220203","1"
"B52851F9","20220207","1"
"B52851F9","20220208","1"
"B52851F9","20220209","1"
"B52851F9","20220210","1"
"B52851F9","20220214","1"
"B52851F9","20220215","1"
"B52851F9","20220216","1"
"B52851F9","20220217","1"
"B52851F9","20220221","1"
"B52851F9","20220222","1"
"B52851F9","20220223","1"
"B52851F9","20220224","1"
"B52851F9","20220228","1"
"B52851F9","20220301","1"
"B52851F9","20220302","1"
"B52851F9","20220303","1"
"B52851F9","20220307","1"
"B52851F9","20220308","1"
"B52851F9","20220309","1"
"B52851F9","20220310","1"
"B52851F9","20220314","1"
"B52851F9","20220315","1"
"B52851F9","20220316","1"
"B52851F9","20220317","1"
"8B1C89F0","20220110","1"
"8B1C89F0","20220117","1"
"8B1C89F0","20220124","1"
"8B1C89F0","20220131","1"
"8B1C89F0","20220207","1"
"8B1C89F0","20220221","1"
"8B1C89F0","20220228","1"
"8B1C89F0","20220307","1"
"8B1C89F0","20220314","1"
"9240BBA0","20220108","1"
"9240BBA0","20220115","1"
"9240BBA0","20220122","1"
"9240BBA0","20220129","1"
"9240BBA0","20220205","1"
"9240BBA0","20220212","1"
"9240BBA0","20220219","1"
"9240BBA0","20220226","1"
"9240BBA0","20220305","1"
"9240BBA0","20220312","1"
"9240BBA0","20220319","1"
"FD649108","20220109","1"
"FD649108","20220116","1"
"FD649108","20220123","1"
"FD649108","20220130","1"
"FD649108","20220206","1"
"FD649108","20220213","1"
"FD649108","20220220","1"
"FD649108","20220227","1"
"FD649108","20220306","1"
"FD649108","20220313","1"
"FD649108","20220320","1"
"FB35F2A3","20220111","1"
"FB35F2A3","20220118","1"
"FB35F2A3","20220125","1"
"FB35F2A3","20220201","1"
"FB35F2A3","20220208","1"
"FB35F2A3","20220215","1"
"FB35F2A3","20220222","1"
"FB35F2A3","20220301","1"
"FB35F2A3","20220308","1"
"FB35F2A3","20220315","1"
"FA12BD6A","20220106","1"
"FA12BD6A","20220107","1"
"FA12BD6A","20220110","1"
"FA12BD6A","20220112","1"
"FA12BD6A","20220113","1"
"FA12BD6A","20220114","1"
"FA12BD6A","20220117","1"
"FA12BD6A","20220119","1"
"FA12BD6A","20220120","1"
"FA12BD6A","20220121","1"
"FA12BD6A","20220124","1"
"FA12BD6A","20220126","1"
"FA12BD6A","20220127","1"
"FA12BD6A","20220128","1"
"FA12BD6A","20220131","1"
"FA12BD6A","20220202","1"
"FA12BD6A","20220203","1"
"FA12BD6A","20220204","1"
"FA12BD6A","20220207","1"
"FA12BD6A","20220209","1"
"FA12BD6A","20220210","1"
"FA12BD6A","20220211","1"
"FA12BD6A","20220214","1"
"FA12BD6A","20220216","1"
"FA12BD6A","20220217","1"
"FA12BD6A","20220218","1"
"FA12BD6A","20220223","1"
"FA12BD6A","20220224","1"
"FA12BD6A","20220225","1"
"FA12BD6A","20220228","1"
"FA12BD6A","20220302","1"
"FA12BD6A","20220303","1"
"FA12BD6A","20220304","1"
"FA12BD6A","20220307","1"
"FA12BD6A","20220309","1"
"FA12BD6A","20220310","1"
"FA12BD6A","20220311","1"
"FA12BD6A","20220314","1"
"FA12BD6A","20220316","1"
"FA12BD6A","20220317","1"
"FA12BD6A","20220318","1"
"D735F68C","20220106","1"
"D735F68C","20220107","1"
"D735F68C","20220111","1"
"D735F68C","20220112","1"
"D735F68C","20220113","1"
"D735F68C","20220114","1"
"D735F68C","20220118","1"
"D735F68C","20220119","1"
"D735F68C","20220120","1"
"D735F68C","20220121","1"
"D735F68C","20220125","1"
"D735F68C","20220126","1"
"D735F68C","20220127","1"
"D735F68C","20220128","1"
"D735F68C","20220201","1"
"D735F68C","20220202","1"
"D735F68C","20220203","1"
"D735F68C","20220204","1"
"D735F68C","20220208","1"
"D735F68C","20220209","1"
"D735F68C","20220210","1"
"D735F68C","20220211","1"
"D735F68C","20220215","1"
"D735F68C","20220216","1"
"D735F68C","20220217","1"
"D735F68C","20220218","1"
"D735F68C","20220222","1"
"D735F68C","20220223","1"
"D735F68C","20220224","1"
"D735F68C","20220225","1"
"D735F68C","20220301","1"
"D735F68C","20220302","1"
"D735F68C","20220303","1"
"D735F68C","20220304","1"
"D735F68C","20220308","1"
"D735F68C","20220309","1"
"D735F68C","20220310","1"
"D735F68C","20220311","1"
"D735F68C","20220315","1"
"D735F68C","20220316","1"
"D735F68C","20220317","1"
"D735F68C","20220318","1"
"F775BCD1","20220108","1"
"F775BCD1","20220109","1"
"9200BBBD","20220115","1"
"9200BBBD","20220116","1"
"9200BBBD","20220122","1"
"9200BBBD","20220123","1"
"9200BBBD","20220129","1"
"9200BBBD","20220130","1"
"9200BBBD","20220205","1"
"9200BBBD","20220206","1"
"9200BBBD","20220212","1"
"9200BBBD","20220213","1"
"9200BBBD","20220219","1"
"9200BBBD","20220220","1"
"9200BBBD","20220221","1"
"9200BBBD","20220226","1"
"9200BBBD","20220227","1"
"9200BBBD","20220305","1"
"9200BBBD","20220306","1"
"9200BBBD","20220312","1"
"9200BBBD","20220313","1"
"9200BBBD","20220319","1"
"9200BBBD","20220320","1"
"1B255476","20220110","1"
"1B255476","20220111","1"
"1B255476","20220112","1"
"1B255476","20220114","1"
"1B255476","20220119","1"
"1B255476","20220120","1"
"1B255476","20220124","1"
"1B255476","20220126","1"
"1B255476","20220128","1"
"1B255476","20220131","1"
"1B255476","20220202","1"
"1B255476","20220203","1"
"1B255476","20220204","1"
"1B255476","20220207","1"
"1B255476","20220208","1"
"1B255476","20220209","1"
"1B255476","20220210","1"
"1B255476","20220211","1"
"1B255476","20220215","1"
"1B255476","20220216","1"
"1B255476","20220217","1"
"1B255476","20220218","1"
"1B255476","20220222","1"
"1B255476","20220224","1"
"1B255476","20220228","1"
"1B255476","20220302","1"
"1B255476","20220304","1"
"1B255476","20220308","1"
"1B255476","20220309","1"
"1B255476","20220314","1"
"1B255476","20220315","1"
"1B255476","20220316","1"
"1B255476","20220317","1"
"1B255476","20220318","1"
"9CA16647","20220106","1"
"9CA16647","20220107","1"
"9CA16647","20220113","1"
"9CA16647","20220117","1"
"9CA16647","20220118","1"
"9CA16647","20220121","1"
"9CA16647","20220125","1"
"9CA16647","20220127","1"
"9CA16647","20220201","1"
"9CA16647","20220214","1"
"9CA16647","20220223","1"
"9CA16647","20220225","1"
"9CA16647","20220301","1"
"9CA16647","20220303","1"
"9CA16647","20220307","1"
"9CA16647","20220310","1"
"9CA16647","20220311","1"
"3A61EFAB","20220106","1"
"3A61EFAB","20220107","1"
"3A61EFAB","20220118","1"
"3A61EFAB","20220127","1"
"3A61EFAB","20220214","1"
"CA27CA85","20220106","1"
"CA27CA85","20220107","1"
"CA27CA85","20220118","1"
"CA27CA85","20220127","1"
"CA27CA85","20220214","1"
"CA27CA85","20220223","1"
"CA27CA85","20220225","1"
"CA27CA85","20220301","1"
"0D387FD7","20220113","1"
"0D387FD7","20220117","1"
"0D387FD7","20220121","1"
"0D387FD7","20220125","1"
"0D387FD7","20220201","1"
"0D387FD7","20220223","1"
"0D387FD7","20220225","1"
"0D387FD7","20220301","1"
"0D387FD7","20220303","1"
"CB611E1C","20220115","1"
"12475D11","20220116","1"
"404E0B48","20220106","1"
"404E0B48","20220107","1"
"404E0B48","20220110","1"
"404E0B48","20220111","1"
"404E0B48","20220112","1"
"404E0B48","20220114","1"
"404E0B48","20220117","1"
"404E0B48","20220119","1"
"404E0B48","20220120","1"
"404E0B48","20220124","1"
"404E0B48","20220126","1"
"404E0B48","20220128","1"
"404E0B48","20220131","1"
"404E0B48","20220202","1"
"404E0B48","20220203","1"
"404E0B48","20220204","1"
"404E0B48","20220207","1"
"404E0B48","20220208","1"
"404E0B48","20220209","1"
"404E0B48","20220210","1"
"404E0B48","20220211","1"
"404E0B48","20220214","1"
"404E0B48","20220215","1"
"404E0B48","20220216","1"
"404E0B48","20220217","1"
"404E0B48","20220218","1"
"404E0B48","20220222","1"
"404E0B48","20220224","1"
"404E0B48","20220228","1"
"404E0B48","20220302","1"
"404E0B48","20220304","1"
"404E0B48","20220307","1"
"404E0B48","20220308","1"
"404E0B48","20220309","1"
"404E0B48","20220310","1"
"404E0B48","20220311","1"
"404E0B48","20220314","1"
"404E0B48","20220315","1"
"404E0B48","20220316","1"
"404E0B48","20220317","1"
"404E0B48","20220318","1"
"0243F9F4","20220113","1"
"0243F9F4","20220118","1"
"0243F9F4","20220121","1"
"0243F9F4","20220125","1"
"0243F9F4","20220127","1"
"0243F9F4","20220201","1"
"0243F9F4","20220223","1"
"0243F9F4","20220225","1"
"0243F9F4","20220301","1"
"0243F9F4","20220303","1"
"0DFAF464","20220108","1"
"0DFAF464","20220109","1"
"0DFAF464","20220115","1"
"0DFAF464","20220116","1"
"0DFAF464","20220123","1"
"0DFAF464","20220129","1"
"0DFAF464","20220130","1"
"0DFAF464","20220205","1"
"0DFAF464","20220206","1"
"0DFAF464","20220212","1"
"0DFAF464","20220213","1"
"0DFAF464","20220219","1"
"0DFAF464","20220220","1"
"0DFAF464","20220221","1"
"0DFAF464","20220226","1"
"0DFAF464","20220227","1"
"0DFAF464","20220305","1"
"0DFAF464","20220306","1"
"0DFAF464","20220312","1"
"0DFAF464","20220313","1"
"0DFAF464","20220319","1"
"0DFAF464","20220320","1"
"FBB40A20","20220122","1"
"FBB40A20","20220226","1"
"A9BDD295","20220106","1"
"A9BDD295","20220107","1"
"A9BDD295","20220131","1"
"A9BDD295","20220201","1"
"A9BDD295","20220202","1"
"A9BDD295","20220203","1"
"A9BDD295","20220204","1"
"A9BDD295","20220207","1"
"A9BDD295","20220208","1"
"A9BDD295","20220209","1"
"A9BDD295","20220210","1"
"A9BDD295","20220211","1"
"A9BDD295","20220214","1"
"A9BDD295","20220215","1"
"A9BDD295","20220216","1"
"A9BDD295","20220217","1"
"A9BDD295","20220218","1"
"A9BDD295","20220222","1"
"A9BDD295","20220223","1"
"A9BDD295","20220224","1"
"A9BDD295","20220225","1"
"A9BDD295","20220228","1"
"A9BDD295","20220301","1"
"A9BDD295","20220302","1"
"A9BDD295","20220303","1"
"A9BDD295","20220304","1"
"A9BDD295","20220307","1"
"A9BDD295","20220308","1"
"A9BDD295","20220309","1"
"A9BDD295","20220310","1"
"A9BDD295","20220311","1"
"A9BDD295","20220314","1"
"A9BDD295","20220315","1"
"A9BDD295","20220316","1"
"A9BDD295","20220317","1"
"A9BDD295","20220318","1"
"C0933F3C","20220110","1"
"C0933F3C","20220111","1"
"C0933F3C","20220112","1"
"C0933F3C","20220113","1"
"C0933F3C","20220114","1"
"C0933F3C","20220117","1"
"C0933F3C","20220118","1"
"C0933F3C","20220119","1"
"C0933F3C","20220120","1"
"C0933F3C","20220121","1"
"C0933F3C","20220124","1"
"C0933F3C","20220125","1"
"C0933F3C","20220126","1"
"C0933F3C","20220127","1"
"C0933F3C","20220128","1"
"77DAE830","20220108","1"
"77DAE830","20220109","1"
"77DAE830","20220122","1"
"77DAE830","20220123","1"
"77DAE830","20220129","1"
"77DAE830","20220130","1"
"77DAE830","20220205","1"
"77DAE830","20220206","1"
"77DAE830","20220212","1"
"77DAE830","20220213","1"
"77DAE830","20220219","1"
"77DAE830","20220220","1"
"77DAE830","20220221","1"
"77DAE830","20220226","1"
"77DAE830","20220227","1"
"77DAE830","20220305","1"
"77DAE830","20220306","1"
"77DAE830","20220312","1"
"77DAE830","20220313","1"
"77DAE830","20220319","1"
"77DAE830","20220320","1"
"E38F7902","20220115","1"
"E38F7902","20220116","1"
"E0A8DCC1","20220122","1"
"E0A8DCC1","20220123","1"
"E0A8DCC1","20220129","1"
"E0A8DCC1","20220130","1"
"E0A8DCC1","20220205","1"
"E0A8DCC1","20220206","1"
"E0A8DCC1","20220212","1"
"E0A8DCC1","20220213","1"
"E0A8DCC1","20220219","1"
"E0A8DCC1","20220220","1"
"E0A8DCC1","20220221","1"
"E0A8DCC1","20220226","1"
"E0A8DCC1","20220227","1"
"E0A8DCC1","20220305","1"
"E0A8DCC1","20220306","1"
"E0A8DCC1","20220312","1"
"E0A8DCC1","20220313","1"
"E0A8DCC1","20220319","1"
"E0A8DCC1","20220320","1"
"F8B3C0C0","20220108","1"
"F8B3C0C0","20220109","1"
"F8B3C0C0","20220123","1"
"F8B3C0C0","20220129","1"
"F8B3C0C0","20220130","1"
"F8B3C0C0","20220205","1"
"F8B3C0C0","20220206","1"
"F8B3C0C0","20220212","1"
"F8B3C0C0","20220213","1"
"F8B3C0C0","20220219","1"
"F8B3C0C0","20220220","1"
"F8B3C0C0","20220221","1"
"F8B3C0C0","20220226","1"
"F8B3C0C0","20220227","1"
"F8B3C0C0","20220305","1"
"F8B3C0C0","20220306","1"
"F8B3C0C0","20220312","1"
"F8B3C0C0","20220313","1"
"F8B3C0C0","20220319","1"
"F8B3C0C0","20220320","1"
