from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
33,33,,,10800061,10800123,1,
11,11,,,10800063,10800124,1,
18,18,,,10800063,10800124,1,
27,27,,,10800063,10800124,1,
33,33,,,10800063,10800124,1,
27,27,,,10800066,10800126,1,
33,33,,,10800066,10800126,1,
27,27,,,10800068,10800129,1,
33,33,,,10800068,10800129,1,
27,27,,,10800070,10800131,1,
33,33,,,10800070,10800131,1,
27,27,,,10800072,10800132,1,
33,33,,,10800072,10800132,1,
27,27,,,10800073,10800133,1,
33,33,,,10800073,10800133,1,
27,27,,,10800075,10800135,1,
33,33,,,10800075,10800135,1,
27,27,,,10800076,10800136,1,
33,33,,,10800076,10800136,1,
33,33,,,10800077,10800138,1,
33,33,,,10800079,10800140,1,
33,33,,,10800082,10800144,1,
33,33,,,10800087,10800148,1,
33,33,,,10800092,10800152,1,
33,33,,,10800095,10800154,1,
33,33,,,10800100,10800157,1,
33,33,,,10800104,10800162,1,
33,33,,,10800106,10800164,1,
18,18,,,10800113,10800169,1,
27,27,,,10800113,10800169,1,
33,33,,,10800113,10800169,1,
33,33,,,10800116,10800172,1,
94,94,,,10800003,10800173,1,
94,94,,,10800009,10800174,1,
94,94,,,10800014,10800175,1,
94,94,,,10800016,10800176,1,
94,94,,,10800019,10800178,1,
74,74,,,10799743,10800181,1,
94,94,,,10800040,10800187,1,
94,94,,,10800043,10800188,1,
94,94,,,10800046,10800189,1,
94,94,,,10800050,10800192,1,
124,124,,,10802424,10802360,1,
124,124,,,10802425,10802361,1,
124,124,,,10802427,10802363,1,
124,124,,,10802429,10802365,1,
124,124,,,10802431,10802367,1,
124,124,,,10802434,10802369,1,
124,124,,,10802437,10802371,1,
124,124,,,10802439,10802373,1,
124,124,,,10802441,10802375,1,
124,124,,,10802443,10802377,1,
124,124,,,10802445,10802379,1,
124,124,,,10802447,10802381,1,
124,124,,,10802449,10802383,1,
124,124,,,10802453,10802387,1,
124,124,,,10802457,10802391,1,
124,124,,,10802461,10802395,1,
124,124,,,10802463,10802397,1,
124,124,,,10802465,10802399,1,
124,124,,,10802467,10802401,1,
124,124,,,10802469,10802403,1,
124,124,,,10802473,10802407,1,
124,124,,,10802477,10802411,1,
124,124,,,10802480,10802413,1,
124,124,,,10802520,10802413,1,
124,124,,,10802483,10802415,1,
124,124,,,10802485,10802417,1,
124,124,,,10802487,10802418,1,
124,124,,,10802490,10802427,1,
124,124,,,10802364,10802428,1,
